Filename: ./gitclone/tiny-imagenet-200/test/images/test_1.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_1_resized_.JPEG, Error: 0, Operation Time: 168.653281ms, Latency: 338.500199ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_257.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_257_resized_.JPEG, Error: 0, Operation Time: 78.020578ms, Latency: 191.982446ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_267.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_267_resized_.JPEG, Error: 0, Operation Time: 84.607164ms, Latency: 200.530808ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_274.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_274_resized_.JPEG, Error: 0, Operation Time: 75.768628ms, Latency: 207.884211ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_281.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_281_resized_.JPEG, Error: 0, Operation Time: 64.782944ms, Latency: 155.66751ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_285.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_285_resized_.JPEG, Error: 0, Operation Time: 103.273421ms, Latency: 263.008169ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_297.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_297_resized_.JPEG, Error: 0, Operation Time: 115.565401ms, Latency: 256.361685ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_305.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_305_resized_.JPEG, Error: 0, Operation Time: 68.876945ms, Latency: 173.956303ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_312.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_312_resized_.JPEG, Error: 0, Operation Time: 126.697777ms, Latency: 218.068803ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_320.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_320_resized_.JPEG, Error: 0, Operation Time: 94.78429ms, Latency: 224.893029ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_329.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_329_resized_.JPEG, Error: 0, Operation Time: 67.552161ms, Latency: 156.708244ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_332.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_332_resized_.JPEG, Error: 0, Operation Time: 100.000527ms, Latency: 206.728641ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_340.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_340_resized_.JPEG, Error: 0, Operation Time: 61.850335ms, Latency: 186.950804ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_349.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_349_resized_.JPEG, Error: 0, Operation Time: 67.394688ms, Latency: 200.213634ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_359.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_359_resized_.JPEG, Error: 0, Operation Time: 92.447464ms, Latency: 430.771478ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_368.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_368_resized_.JPEG, Error: 0, Operation Time: 161.913941ms, Latency: 235.526609ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_377.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_377_resized_.JPEG, Error: 0, Operation Time: 114.100921ms, Latency: 221.87043ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_385.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_385_resized_.JPEG, Error: 0, Operation Time: 125.857365ms, Latency: 223.286655ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_393.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_393_resized_.JPEG, Error: 0, Operation Time: 136.103536ms, Latency: 254.470983ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_402.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_402_resized_.JPEG, Error: 0, Operation Time: 64.32931ms, Latency: 183.975985ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_410.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_410_resized_.JPEG, Error: 0, Operation Time: 108.002605ms, Latency: 224.783211ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_418.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_418_resized_.JPEG, Error: 0, Operation Time: 80.483572ms, Latency: 200.101054ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_426.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_426_resized_.JPEG, Error: 0, Operation Time: 143.369081ms, Latency: 276.599299ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_434.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_434_resized_.JPEG, Error: 0, Operation Time: 82.24653ms, Latency: 175.946168ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_441.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_441_resized_.JPEG, Error: 0, Operation Time: 119.168698ms, Latency: 194.312475ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_449.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_449_resized_.JPEG, Error: 0, Operation Time: 102.949991ms, Latency: 185.815594ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_456.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_456_resized_.JPEG, Error: 0, Operation Time: 51.701875ms, Latency: 183.68397ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_465.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_465_resized_.JPEG, Error: 0, Operation Time: 109.357731ms, Latency: 282.467077ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_472.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_472_resized_.JPEG, Error: 0, Operation Time: 113.858909ms, Latency: 401.494194ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_481.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_481_resized_.JPEG, Error: 0, Operation Time: 100.081696ms, Latency: 215.256588ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_487.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_487_resized_.JPEG, Error: 0, Operation Time: 68.671829ms, Latency: 225.5096ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_493.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_493_resized_.JPEG, Error: 0, Operation Time: 137.970545ms, Latency: 408.069854ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_500.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_500_resized_.JPEG, Error: 0, Operation Time: 167.458118ms, Latency: 281.284607ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_506.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_506_resized_.JPEG, Error: 0, Operation Time: 86.923048ms, Latency: 232.637014ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_514.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_514_resized_.JPEG, Error: 0, Operation Time: 328.513371ms, Latency: 519.206439ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_521.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_521_resized_.JPEG, Error: 0, Operation Time: 82.260635ms, Latency: 275.199585ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_528.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_528_resized_.JPEG, Error: 0, Operation Time: 191.045665ms, Latency: 358.934731ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_535.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_535_resized_.JPEG, Error: 0, Operation Time: 743.041546ms, Latency: 877.289188ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_541.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_541_resized_.JPEG, Error: 0, Operation Time: 1.431755572s, Latency: 1.721903409s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_547.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_547_resized_.JPEG, Error: 0, Operation Time: 1.556591742s, Latency: 1.822418732s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_555.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_555_resized_.JPEG, Error: 0, Operation Time: 249.426173ms, Latency: 439.253157ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_564.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_564_resized_.JPEG, Error: 0, Operation Time: 198.689826ms, Latency: 329.823947ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_571.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_571_resized_.JPEG, Error: 0, Operation Time: 88.305203ms, Latency: 184.932893ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_578.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_578_resized_.JPEG, Error: 0, Operation Time: 95.825203ms, Latency: 178.629154ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_586.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_586_resized_.JPEG, Error: 0, Operation Time: 48.790133ms, Latency: 133.037469ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_593.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_593_resized_.JPEG, Error: 0, Operation Time: 58.037492ms, Latency: 171.02224ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_597.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_597_resized_.JPEG, Error: 0, Operation Time: 62.480331ms, Latency: 186.821141ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_608.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_608_resized_.JPEG, Error: 0, Operation Time: 169.84917ms, Latency: 322.04276ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_617.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_617_resized_.JPEG, Error: 0, Operation Time: 99.983385ms, Latency: 200.979717ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_626.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_626_resized_.JPEG, Error: 0, Operation Time: 107.374851ms, Latency: 199.077091ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_634.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_634_resized_.JPEG, Error: 0, Operation Time: 161.670883ms, Latency: 292.22388ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_646.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_646_resized_.JPEG, Error: 0, Operation Time: 93.365584ms, Latency: 178.001687ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_649.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_649_resized_.JPEG, Error: 0, Operation Time: 65.935452ms, Latency: 149.30302ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_657.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_657_resized_.JPEG, Error: 0, Operation Time: 78.397752ms, Latency: 213.267198ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_667.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_667_resized_.JPEG, Error: 0, Operation Time: 84.898419ms, Latency: 252.628519ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_674.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_674_resized_.JPEG, Error: 0, Operation Time: 130.629913ms, Latency: 230.704532ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_684.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_684_resized_.JPEG, Error: 0, Operation Time: 134.960214ms, Latency: 270.374622ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_695.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_695_resized_.JPEG, Error: 0, Operation Time: 105.750611ms, Latency: 196.306165ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_702.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_702_resized_.JPEG, Error: 0, Operation Time: 92.993151ms, Latency: 244.795541ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_710.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_710_resized_.JPEG, Error: 0, Operation Time: 112.154674ms, Latency: 185.644289ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_717.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_717_resized_.JPEG, Error: 0, Operation Time: 79.113147ms, Latency: 152.721522ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_722.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_722_resized_.JPEG, Error: 0, Operation Time: 76.118954ms, Latency: 163.383571ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_730.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_730_resized_.JPEG, Error: 0, Operation Time: 61.374965ms, Latency: 159.301065ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_738.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_738_resized_.JPEG, Error: 0, Operation Time: 78.654543ms, Latency: 175.202735ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_745.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_745_resized_.JPEG, Error: 0, Operation Time: 95.507643ms, Latency: 205.204354ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_754.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_754_resized_.JPEG, Error: 0, Operation Time: 142.817287ms, Latency: 255.221596ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_762.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_762_resized_.JPEG, Error: 0, Operation Time: 70.91156ms, Latency: 181.043789ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_770.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_770_resized_.JPEG, Error: 0, Operation Time: 78.303996ms, Latency: 244.253066ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_779.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_779_resized_.JPEG, Error: 0, Operation Time: 97.498949ms, Latency: 208.959864ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_786.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_786_resized_.JPEG, Error: 0, Operation Time: 65.910472ms, Latency: 761.64577ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_799.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_799_resized_.JPEG, Error: 0, Operation Time: 486.811071ms, Latency: 724.201283ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_809.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_809_resized_.JPEG, Error: 0, Operation Time: 92.085133ms, Latency: 288.197829ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_811.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_811_resized_.JPEG, Error: 0, Operation Time: 76.130534ms, Latency: 342.325018ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_817.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_817_resized_.JPEG, Error: 0, Operation Time: 203.875798ms, Latency: 432.294507ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_823.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_823_resized_.JPEG, Error: 0, Operation Time: 84.757096ms, Latency: 576.441901ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_833.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_833_resized_.JPEG, Error: 0, Operation Time: 149.17594ms, Latency: 215.506831ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_840.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_840_resized_.JPEG, Error: 0, Operation Time: 109.252544ms, Latency: 266.775069ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_847.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_847_resized_.JPEG, Error: 0, Operation Time: 60.09225ms, Latency: 149.579159ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_854.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_854_resized_.JPEG, Error: 0, Operation Time: 75.450772ms, Latency: 161.842857ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_859.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_859_resized_.JPEG, Error: 0, Operation Time: 88.862405ms, Latency: 187.665524ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_867.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_867_resized_.JPEG, Error: 0, Operation Time: 113.012973ms, Latency: 258.990166ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_876.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_876_resized_.JPEG, Error: 0, Operation Time: 71.284166ms, Latency: 140.997321ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_883.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_883_resized_.JPEG, Error: 0, Operation Time: 109.375234ms, Latency: 232.94577ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_892.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_892_resized_.JPEG, Error: 0, Operation Time: 110.078851ms, Latency: 227.1768ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_901.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_901_resized_.JPEG, Error: 0, Operation Time: 80.201708ms, Latency: 214.799386ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_909.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_909_resized_.JPEG, Error: 0, Operation Time: 135.49693ms, Latency: 231.383489ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_918.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_918_resized_.JPEG, Error: 0, Operation Time: 88.559275ms, Latency: 199.599242ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_925.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_925_resized_.JPEG, Error: 0, Operation Time: 93.257746ms, Latency: 212.028962ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_934.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_934_resized_.JPEG, Error: 0, Operation Time: 72.570697ms, Latency: 146.547125ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_940.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_940_resized_.JPEG, Error: 0, Operation Time: 193.638523ms, Latency: 311.905107ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_949.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_949_resized_.JPEG, Error: 0, Operation Time: 109.432763ms, Latency: 221.029976ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_956.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_956_resized_.JPEG, Error: 0, Operation Time: 114.03215ms, Latency: 227.410206ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_964.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_964_resized_.JPEG, Error: 0, Operation Time: 69.403477ms, Latency: 168.187364ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_3.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_3_resized_.JPEG, Error: 0, Operation Time: 168.321073ms, Latency: 376.246794ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_13.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_13_resized_.JPEG, Error: 0, Operation Time: 117.04175ms, Latency: 447.898524ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_21.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_21_resized_.JPEG, Error: 0, Operation Time: 199.236599ms, Latency: 342.847573ms
