Filename: ./gitclone/tiny-imagenet-200/test/images/test_0.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_0_resized_.JPEG, Error: 0, Operation Time: 90.881608ms, Latency: 405.762609ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_99.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_99_resized_.JPEG, Error: 0, Operation Time: 62.986799ms, Latency: 179.216944ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_103.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_103_resized_.JPEG, Error: 0, Operation Time: 75.884818ms, Latency: 191.205537ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_107.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_107_resized_.JPEG, Error: 0, Operation Time: 71.150145ms, Latency: 153.18875ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_112.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_112_resized_.JPEG, Error: 0, Operation Time: 133.117712ms, Latency: 239.796533ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_116.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_116_resized_.JPEG, Error: 0, Operation Time: 84.506012ms, Latency: 141.379176ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_120.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_120_resized_.JPEG, Error: 0, Operation Time: 93.080227ms, Latency: 174.87535ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_124.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_124_resized_.JPEG, Error: 0, Operation Time: 60.275008ms, Latency: 184.175821ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_129.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_129_resized_.JPEG, Error: 0, Operation Time: 84.209638ms, Latency: 186.840428ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_132.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_132_resized_.JPEG, Error: 0, Operation Time: 75.95645ms, Latency: 440.496602ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_137.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_137_resized_.JPEG, Error: 0, Operation Time: 106.083788ms, Latency: 264.071814ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_142.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_142_resized_.JPEG, Error: 0, Operation Time: 87.886925ms, Latency: 208.693163ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_147.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_147_resized_.JPEG, Error: 0, Operation Time: 92.481341ms, Latency: 148.922838ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_150.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_150_resized_.JPEG, Error: 0, Operation Time: 60.358006ms, Latency: 145.921699ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_154.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_154_resized_.JPEG, Error: 0, Operation Time: 67.338117ms, Latency: 163.416175ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_157.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_157_resized_.JPEG, Error: 0, Operation Time: 92.829951ms, Latency: 216.747605ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_163.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_163_resized_.JPEG, Error: 0, Operation Time: 156.100567ms, Latency: 274.067547ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_166.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_166_resized_.JPEG, Error: 0, Operation Time: 77.022679ms, Latency: 158.394028ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_169.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_169_resized_.JPEG, Error: 0, Operation Time: 101.50363ms, Latency: 242.007547ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_174.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_174_resized_.JPEG, Error: 0, Operation Time: 84.870784ms, Latency: 227.545227ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_178.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_178_resized_.JPEG, Error: 0, Operation Time: 82.412401ms, Latency: 264.084568ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_182.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_182_resized_.JPEG, Error: 0, Operation Time: 68.111954ms, Latency: 199.90237ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_186.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_186_resized_.JPEG, Error: 0, Operation Time: 76.655602ms, Latency: 211.150989ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_190.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_190_resized_.JPEG, Error: 0, Operation Time: 43.377911ms, Latency: 148.20029ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_195.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_195_resized_.JPEG, Error: 0, Operation Time: 100.414809ms, Latency: 190.758244ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_198.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_198_resized_.JPEG, Error: 0, Operation Time: 59.877366ms, Latency: 200.433953ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_202.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_202_resized_.JPEG, Error: 0, Operation Time: 84.208531ms, Latency: 200.248269ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_208.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_208_resized_.JPEG, Error: 0, Operation Time: 83.822316ms, Latency: 213.186909ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_211.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_211_resized_.JPEG, Error: 0, Operation Time: 72.579772ms, Latency: 169.575302ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_214.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_214_resized_.JPEG, Error: 0, Operation Time: 67.819507ms, Latency: 135.222012ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_218.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_218_resized_.JPEG, Error: 0, Operation Time: 59.674037ms, Latency: 337.056814ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_224.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_224_resized_.JPEG, Error: 0, Operation Time: 130.939397ms, Latency: 242.789202ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_227.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_227_resized_.JPEG, Error: 0, Operation Time: 54.952687ms, Latency: 153.106273ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_230.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_230_resized_.JPEG, Error: 0, Operation Time: 68.114088ms, Latency: 167.258525ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_235.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_235_resized_.JPEG, Error: 0, Operation Time: 71.202517ms, Latency: 166.225659ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_238.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_238_resized_.JPEG, Error: 0, Operation Time: 60.620004ms, Latency: 233.59251ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_243.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_243_resized_.JPEG, Error: 0, Operation Time: 69.13867ms, Latency: 202.129391ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_245.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_245_resized_.JPEG, Error: 0, Operation Time: 34.395342ms, Latency: 130.482499ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_249.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_249_resized_.JPEG, Error: 0, Operation Time: 59.72175ms, Latency: 147.584533ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_253.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_253_resized_.JPEG, Error: 0, Operation Time: 70.890987ms, Latency: 129.095861ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_257.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_257_resized_.JPEG, Error: 0, Operation Time: 66.931155ms, Latency: 181.928383ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_261.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_261_resized_.JPEG, Error: 0, Operation Time: 62.663443ms, Latency: 194.585456ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_265.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_265_resized_.JPEG, Error: 0, Operation Time: 48.842149ms, Latency: 155.363847ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_269.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_269_resized_.JPEG, Error: 0, Operation Time: 93.631898ms, Latency: 182.613171ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_273.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_273_resized_.JPEG, Error: 0, Operation Time: 113.492174ms, Latency: 224.096908ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_277.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_277_resized_.JPEG, Error: 0, Operation Time: 143.293001ms, Latency: 215.07623ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_281.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_281_resized_.JPEG, Error: 0, Operation Time: 90.553952ms, Latency: 222.389477ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_285.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_285_resized_.JPEG, Error: 0, Operation Time: 34.963384ms, Latency: 174.687937ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_289.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_289_resized_.JPEG, Error: 0, Operation Time: 59.396037ms, Latency: 151.052999ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_293.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_293_resized_.JPEG, Error: 0, Operation Time: 57.396763ms, Latency: 173.977453ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_298.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_298_resized_.JPEG, Error: 0, Operation Time: 76.836329ms, Latency: 292.912718ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_302.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_302_resized_.JPEG, Error: 0, Operation Time: 70.264924ms, Latency: 194.174098ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_306.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_306_resized_.JPEG, Error: 0, Operation Time: 80.187074ms, Latency: 146.861144ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_309.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_309_resized_.JPEG, Error: 0, Operation Time: 35.053811ms, Latency: 100.35853ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_313.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_313_resized_.JPEG, Error: 0, Operation Time: 84.294762ms, Latency: 149.775694ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_315.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_315_resized_.JPEG, Error: 0, Operation Time: 73.918119ms, Latency: 157.29849ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_320.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_320_resized_.JPEG, Error: 0, Operation Time: 59.53259ms, Latency: 139.009906ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_323.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_323_resized_.JPEG, Error: 0, Operation Time: 62.534565ms, Latency: 149.855079ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_326.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_326_resized_.JPEG, Error: 0, Operation Time: 84.147229ms, Latency: 165.933497ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_330.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_330_resized_.JPEG, Error: 0, Operation Time: 184.674254ms, Latency: 558.67915ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_334.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_334_resized_.JPEG, Error: 0, Operation Time: 807.765431ms, Latency: 998.190379ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_338.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_338_resized_.JPEG, Error: 0, Operation Time: 76.642936ms, Latency: 954.308266ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_341.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_341_resized_.JPEG, Error: 0, Operation Time: 343.64666ms, Latency: 657.961947ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_345.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_345_resized_.JPEG, Error: 0, Operation Time: 1.97671715s, Latency: 9.099631001s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_349.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_349_resized_.JPEG, Error: 0, Operation Time: 92.451443ms, Latency: 258.544316ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_354.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_354_resized_.JPEG, Error: 0, Operation Time: 200.540736ms, Latency: 482.575864ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_359.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_359_resized_.JPEG, Error: 0, Operation Time: 105.427321ms, Latency: 262.864877ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_362.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_362_resized_.JPEG, Error: 0, Operation Time: 67.433615ms, Latency: 203.823693ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_365.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_365_resized_.JPEG, Error: 0, Operation Time: 64.062138ms, Latency: 295.671812ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_369.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_369_resized_.JPEG, Error: 0, Operation Time: 47.937515ms, Latency: 203.242348ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_374.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_374_resized_.JPEG, Error: 0, Operation Time: 117.731242ms, Latency: 249.526993ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_378.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_378_resized_.JPEG, Error: 0, Operation Time: 108.888923ms, Latency: 206.829888ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_381.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_381_resized_.JPEG, Error: 0, Operation Time: 51.274483ms, Latency: 132.326187ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_384.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_384_resized_.JPEG, Error: 0, Operation Time: 60.293431ms, Latency: 133.629806ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_387.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_387_resized_.JPEG, Error: 0, Operation Time: 51.428683ms, Latency: 174.169593ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_392.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_392_resized_.JPEG, Error: 0, Operation Time: 82.155527ms, Latency: 175.234309ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_396.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_396_resized_.JPEG, Error: 0, Operation Time: 58.977479ms, Latency: 133.511689ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_399.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_399_resized_.JPEG, Error: 0, Operation Time: 55.38986ms, Latency: 153.770841ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_403.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_403_resized_.JPEG, Error: 0, Operation Time: 51.314145ms, Latency: 133.393271ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_406.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_406_resized_.JPEG, Error: 0, Operation Time: 64.023533ms, Latency: 183.610743ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_411.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_411_resized_.JPEG, Error: 0, Operation Time: 55.515706ms, Latency: 159.093512ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_417.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_417_resized_.JPEG, Error: 0, Operation Time: 59.981955ms, Latency: 158.077493ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_420.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_420_resized_.JPEG, Error: 0, Operation Time: 60.051414ms, Latency: 142.038094ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_425.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_425_resized_.JPEG, Error: 0, Operation Time: 51.666515ms, Latency: 166.254226ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_429.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_429_resized_.JPEG, Error: 0, Operation Time: 75.643081ms, Latency: 138.482928ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_433.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_433_resized_.JPEG, Error: 0, Operation Time: 117.828594ms, Latency: 241.612719ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_437.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_437_resized_.JPEG, Error: 0, Operation Time: 67.175523ms, Latency: 174.460794ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_441.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_441_resized_.JPEG, Error: 0, Operation Time: 58.110713ms, Latency: 181.631094ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_445.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_445_resized_.JPEG, Error: 0, Operation Time: 59.114517ms, Latency: 122.805585ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_449.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_449_resized_.JPEG, Error: 0, Operation Time: 34.861716ms, Latency: 125.182077ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_453.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_453_resized_.JPEG, Error: 0, Operation Time: 75.539003ms, Latency: 165.182017ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_457.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_457_resized_.JPEG, Error: 0, Operation Time: 84.646707ms, Latency: 184.13763ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_461.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_461_resized_.JPEG, Error: 0, Operation Time: 33.647888ms, Latency: 116.869961ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_465.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_465_resized_.JPEG, Error: 0, Operation Time: 58.502146ms, Latency: 178.776416ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_469.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_469_resized_.JPEG, Error: 0, Operation Time: 101.705801ms, Latency: 224.66693ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_473.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_473_resized_.JPEG, Error: 0, Operation Time: 38.455203ms, Latency: 147.172417ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_477.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_477_resized_.JPEG, Error: 0, Operation Time: 59.309312ms, Latency: 162.527322ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_480.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_480_resized_.JPEG, Error: 0, Operation Time: 78.954487ms, Latency: 160.745749ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_484.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_484_resized_.JPEG, Error: 0, Operation Time: 77.393102ms, Latency: 189.255985ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_487.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_487_resized_.JPEG, Error: 0, Operation Time: 59.527618ms, Latency: 182.218459ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_490.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_490_resized_.JPEG, Error: 0, Operation Time: 85.428334ms, Latency: 203.629054ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_497.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_497_resized_.JPEG, Error: 0, Operation Time: 71.646509ms, Latency: 422.06019ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_501.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_501_resized_.JPEG, Error: 0, Operation Time: 207.315943ms, Latency: 327.862917ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_504.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_504_resized_.JPEG, Error: 0, Operation Time: 60.028065ms, Latency: 208.959028ms
