Filename: ./gitclone/tiny-imagenet-200/test/images/test_0.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_0_resized_.JPEG, Error: 0, Operation Time: 43.912453ms, Latency: 148.658616ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_15.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_15_resized_.JPEG, Error: 0, Operation Time: 27.771666ms, Latency: 116.765293ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_16.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_16_resized_.JPEG, Error: 0, Operation Time: 43.123675ms, Latency: 133.461026ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_17.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_17_resized_.JPEG, Error: 0, Operation Time: 59.695506ms, Latency: 141.53605ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_18.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_18_resized_.JPEG, Error: 0, Operation Time: 34.77209ms, Latency: 101.694415ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_19.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_19_resized_.JPEG, Error: 0, Operation Time: 49.596387ms, Latency: 131.528822ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_20.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_20_resized_.JPEG, Error: 0, Operation Time: 34.757589ms, Latency: 108.299846ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_21.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_21_resized_.JPEG, Error: 0, Operation Time: 47.14318ms, Latency: 116.795749ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_22.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_22_resized_.JPEG, Error: 0, Operation Time: 51.347007ms, Latency: 116.615093ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_23.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_23_resized_.JPEG, Error: 0, Operation Time: 43.360641ms, Latency: 125.100289ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_24.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_24_resized_.JPEG, Error: 0, Operation Time: 51.334125ms, Latency: 133.354501ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_25.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_25_resized_.JPEG, Error: 0, Operation Time: 42.922852ms, Latency: 125.122953ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_26.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_26_resized_.JPEG, Error: 0, Operation Time: 42.977052ms, Latency: 124.91319ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_27.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_27_resized_.JPEG, Error: 0, Operation Time: 52.02015ms, Latency: 124.970869ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_28.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_28_resized_.JPEG, Error: 0, Operation Time: 52.243745ms, Latency: 133.306698ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_29.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_29_resized_.JPEG, Error: 0, Operation Time: 42.255481ms, Latency: 108.362252ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_30.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_30_resized_.JPEG, Error: 0, Operation Time: 42.822538ms, Latency: 124.683801ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_31.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_31_resized_.JPEG, Error: 0, Operation Time: 51.65814ms, Latency: 125.39919ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_32.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_32_resized_.JPEG, Error: 0, Operation Time: 42.988678ms, Latency: 183.126137ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_33.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_33_resized_.JPEG, Error: 0, Operation Time: 46.755125ms, Latency: 132.863421ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_34.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_34_resized_.JPEG, Error: 0, Operation Time: 43.769208ms, Latency: 158.578662ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_35.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_35_resized_.JPEG, Error: 0, Operation Time: 43.492184ms, Latency: 175.281611ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_36.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_36_resized_.JPEG, Error: 0, Operation Time: 67.623694ms, Latency: 166.637127ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_37.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_37_resized_.JPEG, Error: 0, Operation Time: 43.174751ms, Latency: 107.874366ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_38.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_38_resized_.JPEG, Error: 0, Operation Time: 43.176461ms, Latency: 128.32157ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_39.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_39_resized_.JPEG, Error: 0, Operation Time: 40.078148ms, Latency: 105.346067ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_40.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_40_resized_.JPEG, Error: 0, Operation Time: 59.629035ms, Latency: 166.744279ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_41.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_41_resized_.JPEG, Error: 0, Operation Time: 42.958375ms, Latency: 108.10218ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_42.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_42_resized_.JPEG, Error: 0, Operation Time: 42.810809ms, Latency: 100.143146ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_43.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_43_resized_.JPEG, Error: 0, Operation Time: 42.756649ms, Latency: 153.991483ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_44.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_44_resized_.JPEG, Error: 0, Operation Time: 48.09249ms, Latency: 312.679073ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_45.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_45_resized_.JPEG, Error: 0, Operation Time: 43.244056ms, Latency: 158.078242ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_46.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_46_resized_.JPEG, Error: 0, Operation Time: 66.398357ms, Latency: 165.572766ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_47.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_47_resized_.JPEG, Error: 0, Operation Time: 43.019014ms, Latency: 117.897304ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_48.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_48_resized_.JPEG, Error: 0, Operation Time: 17.821879ms, Latency: 123.967493ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_49.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_49_resized_.JPEG, Error: 0, Operation Time: 35.655191ms, Latency: 133.631306ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_50.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_50_resized_.JPEG, Error: 0, Operation Time: 40.369305ms, Latency: 108.647899ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_51.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_51_resized_.JPEG, Error: 0, Operation Time: 43.151908ms, Latency: 116.956414ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_52.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_52_resized_.JPEG, Error: 0, Operation Time: 42.854787ms, Latency: 116.503353ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_53.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_53_resized_.JPEG, Error: 0, Operation Time: 43.19207ms, Latency: 113.903745ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_54.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_54_resized_.JPEG, Error: 0, Operation Time: 84.969533ms, Latency: 174.779268ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_55.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_55_resized_.JPEG, Error: 0, Operation Time: 46.110514ms, Latency: 124.901187ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_56.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_56_resized_.JPEG, Error: 0, Operation Time: 51.196997ms, Latency: 128.01582ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_57.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_57_resized_.JPEG, Error: 0, Operation Time: 82.03231ms, Latency: 158.440196ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_58.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_58_resized_.JPEG, Error: 0, Operation Time: 43.020158ms, Latency: 133.356587ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_59.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_59_resized_.JPEG, Error: 0, Operation Time: 45.895109ms, Latency: 124.752917ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_60.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_60_resized_.JPEG, Error: 0, Operation Time: 26.180809ms, Latency: 135.71454ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_61.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_61_resized_.JPEG, Error: 0, Operation Time: 48.954299ms, Latency: 125.100616ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_62.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_62_resized_.JPEG, Error: 0, Operation Time: 40.731251ms, Latency: 155.78479ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_63.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_63_resized_.JPEG, Error: 0, Operation Time: 34.492241ms, Latency: 100.005503ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_64.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_64_resized_.JPEG, Error: 0, Operation Time: 43.651608ms, Latency: 118.177362ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_65.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_65_resized_.JPEG, Error: 0, Operation Time: 41.796529ms, Latency: 123.471236ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_66.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_66_resized_.JPEG, Error: 0, Operation Time: 44.335411ms, Latency: 118.330045ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_67.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_67_resized_.JPEG, Error: 0, Operation Time: 41.995742ms, Latency: 123.333163ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_68.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_68_resized_.JPEG, Error: 0, Operation Time: 43.143988ms, Latency: 101.883591ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_69.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_69_resized_.JPEG, Error: 0, Operation Time: 41.041448ms, Latency: 106.466527ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_70.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_70_resized_.JPEG, Error: 0, Operation Time: 27.983318ms, Latency: 126.634642ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_71.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_71_resized_.JPEG, Error: 0, Operation Time: 42.186641ms, Latency: 215.501333ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_72.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_72_resized_.JPEG, Error: 0, Operation Time: 27.642305ms, Latency: 99.732358ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_73.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_73_resized_.JPEG, Error: 0, Operation Time: 19.827225ms, Latency: 108.235759ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_74.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_74_resized_.JPEG, Error: 0, Operation Time: 34.534661ms, Latency: 101.505665ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_75.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_75_resized_.JPEG, Error: 0, Operation Time: 34.776776ms, Latency: 115.988593ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_76.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_76_resized_.JPEG, Error: 0, Operation Time: 35.585022ms, Latency: 134.06633ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_77.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_77_resized_.JPEG, Error: 0, Operation Time: 51.044403ms, Latency: 106.929445ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_78.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_78_resized_.JPEG, Error: 0, Operation Time: 27.692271ms, Latency: 68.028926ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_79.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_79_resized_.JPEG, Error: 0, Operation Time: 34.560337ms, Latency: 100.101674ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_80.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_80_resized_.JPEG, Error: 0, Operation Time: 25.140253ms, Latency: 102.219691ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_81.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_81_resized_.JPEG, Error: 0, Operation Time: 43.857993ms, Latency: 122.365473ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_82.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_82_resized_.JPEG, Error: 0, Operation Time: 53.993267ms, Latency: 142.029138ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_83.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_83_resized_.JPEG, Error: 0, Operation Time: 37.120768ms, Latency: 102.474943ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_84.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_84_resized_.JPEG, Error: 0, Operation Time: 47.32243ms, Latency: 130.529732ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_85.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_85_resized_.JPEG, Error: 0, Operation Time: 34.92896ms, Latency: 99.996564ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_86.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_86_resized_.JPEG, Error: 0, Operation Time: 51.53605ms, Latency: 124.008749ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_87.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_87_resized_.JPEG, Error: 0, Operation Time: 19.430543ms, Latency: 92.764628ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_88.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_88_resized_.JPEG, Error: 0, Operation Time: 34.878797ms, Latency: 106.887712ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_89.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_89_resized_.JPEG, Error: 0, Operation Time: 52.585701ms, Latency: 125.827495ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_90.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_90_resized_.JPEG, Error: 0, Operation Time: 35.212337ms, Latency: 125.468713ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_91.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_91_resized_.JPEG, Error: 0, Operation Time: 75.796688ms, Latency: 166.681974ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_92.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_92_resized_.JPEG, Error: 0, Operation Time: 34.905934ms, Latency: 99.956908ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_93.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_93_resized_.JPEG, Error: 0, Operation Time: 74.836257ms, Latency: 155.802666ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_94.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_94_resized_.JPEG, Error: 0, Operation Time: 45.735659ms, Latency: 141.917306ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_95.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_95_resized_.JPEG, Error: 0, Operation Time: 43.13177ms, Latency: 116.526248ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_96.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_96_resized_.JPEG, Error: 0, Operation Time: 43.134999ms, Latency: 125.023128ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_97.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_97_resized_.JPEG, Error: 0, Operation Time: 37.078412ms, Latency: 172.714054ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_98.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_98_resized_.JPEG, Error: 0, Operation Time: 76.569318ms, Latency: 133.579647ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_99.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_99_resized_.JPEG, Error: 0, Operation Time: 22.839936ms, Latency: 99.905888ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_100.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_100_resized_.JPEG, Error: 0, Operation Time: 51.305579ms, Latency: 133.167046ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_101.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_101_resized_.JPEG, Error: 0, Operation Time: 43.363148ms, Latency: 149.91946ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_102.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_102_resized_.JPEG, Error: 0, Operation Time: 56.110378ms, Latency: 150.038665ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_103.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_103_resized_.JPEG, Error: 0, Operation Time: 43.604982ms, Latency: 124.913114ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_104.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_104_resized_.JPEG, Error: 0, Operation Time: 43.748223ms, Latency: 121.133498ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_105.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_105_resized_.JPEG, Error: 0, Operation Time: 97.111259ms, Latency: 267.20116ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_106.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_106_resized_.JPEG, Error: 0, Operation Time: 119.491365ms, Latency: 191.688476ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_107.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_107_resized_.JPEG, Error: 0, Operation Time: 43.279165ms, Latency: 174.87172ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_108.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_108_resized_.JPEG, Error: 0, Operation Time: 59.526843ms, Latency: 208.202962ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_109.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_109_resized_.JPEG, Error: 0, Operation Time: 51.523564ms, Latency: 125.415264ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_110.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_110_resized_.JPEG, Error: 0, Operation Time: 42.875911ms, Latency: 191.833844ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_111.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_111_resized_.JPEG, Error: 0, Operation Time: 51.054081ms, Latency: 125.076658ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_112.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_112_resized_.JPEG, Error: 0, Operation Time: 84.770161ms, Latency: 183.123134ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_113.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_113_resized_.JPEG, Error: 0, Operation Time: 18.180808ms, Latency: 116.80978ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_114.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_114_resized_.JPEG, Error: 0, Operation Time: 33.712478ms, Latency: 125.218712ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_115.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_115_resized_.JPEG, Error: 0, Operation Time: 49.042427ms, Latency: 147.374755ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_116.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_116_resized_.JPEG, Error: 0, Operation Time: 51.061118ms, Latency: 116.756511ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_117.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_117_resized_.JPEG, Error: 0, Operation Time: 42.720167ms, Latency: 218.968756ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_118.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_118_resized_.JPEG, Error: 0, Operation Time: 101.571675ms, Latency: 174.986218ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_119.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_119_resized_.JPEG, Error: 0, Operation Time: 40.879168ms, Latency: 122.907105ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_120.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_120_resized_.JPEG, Error: 0, Operation Time: 43.823535ms, Latency: 99.548083ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_121.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_121_resized_.JPEG, Error: 0, Operation Time: 37.577183ms, Latency: 108.441914ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_122.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_122_resized_.JPEG, Error: 0, Operation Time: 28.953855ms, Latency: 110.626783ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_123.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_123_resized_.JPEG, Error: 0, Operation Time: 34.850948ms, Latency: 108.499333ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_124.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_124_resized_.JPEG, Error: 0, Operation Time: 43.314315ms, Latency: 172.670326ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_125.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_125_resized_.JPEG, Error: 0, Operation Time: 70.674445ms, Latency: 185.49757ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_126.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_126_resized_.JPEG, Error: 0, Operation Time: 42.806972ms, Latency: 99.991156ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_127.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_127_resized_.JPEG, Error: 0, Operation Time: 43.219134ms, Latency: 125.12115ms
