Filename: ./gitclone/tiny-imagenet-200/test/images/test_5.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_5_resized_.JPEG, Error: 0, Operation Time: 50.109164ms, Latency: 321.896726ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_552.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_552_resized_.JPEG, Error: 0, Operation Time: 255.813609ms, Latency: 423.446709ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_568.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_568_resized_.JPEG, Error: 0, Operation Time: 369.832077ms, Latency: 531.094691ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_588.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_588_resized_.JPEG, Error: 0, Operation Time: 413.341101ms, Latency: 564.684155ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_608.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_608_resized_.JPEG, Error: 0, Operation Time: 491.795726ms, Latency: 735.641252ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_628.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_628_resized_.JPEG, Error: 0, Operation Time: 393.488416ms, Latency: 672.925791ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_650.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_650_resized_.JPEG, Error: 0, Operation Time: 348.783628ms, Latency: 569.871786ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_672.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_672_resized_.JPEG, Error: 0, Operation Time: 329.564833ms, Latency: 578.146177ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_693.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_693_resized_.JPEG, Error: 0, Operation Time: 251.062342ms, Latency: 401.0284ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_712.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_712_resized_.JPEG, Error: 0, Operation Time: 231.278144ms, Latency: 469.765975ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_731.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_731_resized_.JPEG, Error: 0, Operation Time: 343.341102ms, Latency: 501.62985ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_751.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_751_resized_.JPEG, Error: 0, Operation Time: 200.363356ms, Latency: 312.17442ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_767.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_767_resized_.JPEG, Error: 0, Operation Time: 626.083357ms, Latency: 849.727152ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_791.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_791_resized_.JPEG, Error: 0, Operation Time: 265.869898ms, Latency: 491.026053ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_812.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_812_resized_.JPEG, Error: 0, Operation Time: 592.713419ms, Latency: 1.137726831s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_833.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_833_resized_.JPEG, Error: 0, Operation Time: 174.9284ms, Latency: 350.093562ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_854.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_854_resized_.JPEG, Error: 0, Operation Time: 271.749011ms, Latency: 545.405458ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_875.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_875_resized_.JPEG, Error: 0, Operation Time: 231.371979ms, Latency: 485.401451ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_895.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_895_resized_.JPEG, Error: 0, Operation Time: 199.481078ms, Latency: 360.738762ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_911.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_911_resized_.JPEG, Error: 0, Operation Time: 329.213841ms, Latency: 468.219811ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_930.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_930_resized_.JPEG, Error: 0, Operation Time: 111.811727ms, Latency: 301.946831ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_940.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_940_resized_.JPEG, Error: 0, Operation Time: 140.228973ms, Latency: 364.464437ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_955.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_955_resized_.JPEG, Error: 0, Operation Time: 178.723959ms, Latency: 370.383446ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_2.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_2_resized_.JPEG, Error: 0, Operation Time: 50.53093ms, Latency: 322.598113ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_24.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_24_resized_.JPEG, Error: 0, Operation Time: 128.281913ms, Latency: 499.609107ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_42.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_42_resized_.JPEG, Error: 0, Operation Time: 156.603088ms, Latency: 424.074458ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_56.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_56_resized_.JPEG, Error: 0, Operation Time: 184.468134ms, Latency: 409.424329ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_76.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_76_resized_.JPEG, Error: 0, Operation Time: 289.832985ms, Latency: 437.897214ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_94.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_94_resized_.JPEG, Error: 0, Operation Time: 320.920172ms, Latency: 497.377707ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_113.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_113_resized_.JPEG, Error: 0, Operation Time: 373.14488ms, Latency: 510.908716ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_135.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_135_resized_.JPEG, Error: 0, Operation Time: 566.021334ms, Latency: 824.136647ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_151.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_151_resized_.JPEG, Error: 0, Operation Time: 1.236015821s, Latency: 1.79776367s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_165.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_165_resized_.JPEG, Error: 0, Operation Time: 1.137387918s, Latency: 1.822180391s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_185.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_185_resized_.JPEG, Error: 0, Operation Time: 226.423888ms, Latency: 403.97721ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_203.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_203_resized_.JPEG, Error: 0, Operation Time: 328.502456ms, Latency: 521.723003ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_225.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_225_resized_.JPEG, Error: 0, Operation Time: 325.574249ms, Latency: 458.312516ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_246.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_246_resized_.JPEG, Error: 0, Operation Time: 354.621321ms, Latency: 714.484076ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_265.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_265_resized_.JPEG, Error: 0, Operation Time: 220.691715ms, Latency: 420.357358ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_288.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_288_resized_.JPEG, Error: 0, Operation Time: 233.254386ms, Latency: 401.809292ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_304.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_304_resized_.JPEG, Error: 0, Operation Time: 251.147379ms, Latency: 484.34633ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_323.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_323_resized_.JPEG, Error: 0, Operation Time: 347.644547ms, Latency: 642.542167ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_342.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_342_resized_.JPEG, Error: 0, Operation Time: 279.743244ms, Latency: 387.898322ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_361.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_361_resized_.JPEG, Error: 0, Operation Time: 320.889205ms, Latency: 470.805849ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_383.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_383_resized_.JPEG, Error: 0, Operation Time: 329.766123ms, Latency: 577.712856ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_405.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_405_resized_.JPEG, Error: 0, Operation Time: 280.702552ms, Latency: 429.757871ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_424.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_424_resized_.JPEG, Error: 0, Operation Time: 271.009749ms, Latency: 505.03463ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_446.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_446_resized_.JPEG, Error: 0, Operation Time: 274.273995ms, Latency: 499.101914ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_465.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_465_resized_.JPEG, Error: 0, Operation Time: 297.787155ms, Latency: 505.068997ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_485.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_485_resized_.JPEG, Error: 0, Operation Time: 234.004525ms, Latency: 482.928929ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_507.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_507_resized_.JPEG, Error: 0, Operation Time: 226.36468ms, Latency: 332.952753ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_519.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_519_resized_.JPEG, Error: 0, Operation Time: 142.106364ms, Latency: 390.628261ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_533.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_533_resized_.JPEG, Error: 0, Operation Time: 227.405509ms, Latency: 421.706865ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_554.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_554_resized_.JPEG, Error: 0, Operation Time: 301.736541ms, Latency: 608.639681ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_574.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_574_resized_.JPEG, Error: 0, Operation Time: 227.586749ms, Latency: 526.333961ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_596.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_596_resized_.JPEG, Error: 0, Operation Time: 264.429106ms, Latency: 492.960833ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_614.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_614_resized_.JPEG, Error: 0, Operation Time: 456.629769ms, Latency: 777.001915ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_631.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_631_resized_.JPEG, Error: 0, Operation Time: 168.935329ms, Latency: 401.297821ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_649.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_649_resized_.JPEG, Error: 0, Operation Time: 326.671584ms, Latency: 486.580413ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_670.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_670_resized_.JPEG, Error: 0, Operation Time: 300.78583ms, Latency: 439.403978ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_689.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_689_resized_.JPEG, Error: 0, Operation Time: 372.129147ms, Latency: 622.556988ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_710.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_710_resized_.JPEG, Error: 0, Operation Time: 256.635302ms, Latency: 471.199109ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_732.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_732_resized_.JPEG, Error: 0, Operation Time: 359.675976ms, Latency: 571.423341ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_754.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_754_resized_.JPEG, Error: 0, Operation Time: 241.143784ms, Latency: 521.134857ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_773.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_773_resized_.JPEG, Error: 0, Operation Time: 302.894965ms, Latency: 568.736676ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_787.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_787_resized_.JPEG, Error: 0, Operation Time: 160.714095ms, Latency: 379.710774ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_805.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_805_resized_.JPEG, Error: 0, Operation Time: 639.261962ms, Latency: 769.39751ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_830.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_830_resized_.JPEG, Error: 0, Operation Time: 507.770006ms, Latency: 600.792528ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_849.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_849_resized_.JPEG, Error: 0, Operation Time: 390.889236ms, Latency: 534.599321ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_871.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_871_resized_.JPEG, Error: 0, Operation Time: 370.490391ms, Latency: 676.476343ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_890.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_890_resized_.JPEG, Error: 0, Operation Time: 195.198576ms, Latency: 359.613059ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_909.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_909_resized_.JPEG, Error: 0, Operation Time: 344.893061ms, Latency: 490.142262ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_928.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_928_resized_.JPEG, Error: 0, Operation Time: 362.777781ms, Latency: 693.942236ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_949.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_949_resized_.JPEG, Error: 0, Operation Time: 85.682985ms, Latency: 432.075712ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_14.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_14_resized_.JPEG, Error: 0, Operation Time: 124.168463ms, Latency: 359.187276ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_31.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_31_resized_.JPEG, Error: 0, Operation Time: 217.661563ms, Latency: 463.85451ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_47.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_47_resized_.JPEG, Error: 0, Operation Time: 154.86381ms, Latency: 426.826395ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_65.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_65_resized_.JPEG, Error: 0, Operation Time: 406.685072ms, Latency: 642.27502ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_84.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_84_resized_.JPEG, Error: 0, Operation Time: 315.83137ms, Latency: 570.701922ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_104.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_104_resized_.JPEG, Error: 0, Operation Time: 245.975837ms, Latency: 561.331256ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_125.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_125_resized_.JPEG, Error: 0, Operation Time: 259.825828ms, Latency: 435.902144ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_146.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_146_resized_.JPEG, Error: 0, Operation Time: 661.032683ms, Latency: 1.599340242s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_158.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_158_resized_.JPEG, Error: 0, Operation Time: 1.070510978s, Latency: 1.951616708s
Filename: ./gitclone/tiny-imagenet-200/test/images/test_176.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_176_resized_.JPEG, Error: 0, Operation Time: 618.44997ms, Latency: 877.938836ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_196.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_196_resized_.JPEG, Error: 0, Operation Time: 227.99718ms, Latency: 388.851415ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_218.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_218_resized_.JPEG, Error: 0, Operation Time: 298.16681ms, Latency: 517.406857ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_238.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_238_resized_.JPEG, Error: 0, Operation Time: 212.939129ms, Latency: 421.043341ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_256.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_256_resized_.JPEG, Error: 0, Operation Time: 338.866945ms, Latency: 456.070305ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_274.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_274_resized_.JPEG, Error: 0, Operation Time: 257.759722ms, Latency: 427.458674ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_290.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_290_resized_.JPEG, Error: 0, Operation Time: 405.476997ms, Latency: 662.84229ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_311.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_311_resized_.JPEG, Error: 0, Operation Time: 229.82376ms, Latency: 452.272003ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_331.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_331_resized_.JPEG, Error: 0, Operation Time: 302.783416ms, Latency: 654.802378ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_352.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_352_resized_.JPEG, Error: 0, Operation Time: 152.734901ms, Latency: 503.983631ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_374.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_374_resized_.JPEG, Error: 0, Operation Time: 148.011806ms, Latency: 322.283643ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_393.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_393_resized_.JPEG, Error: 0, Operation Time: 292.29437ms, Latency: 447.013493ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_416.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_416_resized_.JPEG, Error: 0, Operation Time: 315.321538ms, Latency: 519.922777ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_433.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_433_resized_.JPEG, Error: 0, Operation Time: 300.806056ms, Latency: 432.802112ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_454.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_454_resized_.JPEG, Error: 0, Operation Time: 368.262028ms, Latency: 536.986933ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_472.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_472_resized_.JPEG, Error: 0, Operation Time: 297.848554ms, Latency: 429.326803ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_492.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_492_resized_.JPEG, Error: 0, Operation Time: 372.58895ms, Latency: 674.465069ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_512.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_512_resized_.JPEG, Error: 0, Operation Time: 294.247793ms, Latency: 439.773978ms
Filename: ./gitclone/tiny-imagenet-200/test/images/test_538.JPEG, Store Filename: ./gitclone/tiny-imagenet-200/test/images/test_538_resized_.JPEG, Error: 0, Operation Time: 294.961425ms, Latency: 462.277616ms
